date,usd_krw,usd_krw_change_rate,source
2017-04-23,1134.22,0.0,existing_project_raw_oil_project_csv
2017-04-24,1132.19,-0.0017897762338875411,existing_project_raw_oil_project_csv
2017-04-25,1126.54,-0.004990328478435724,existing_project_raw_oil_project_csv
2017-04-26,1133.17,0.005885277042981363,existing_project_raw_oil_project_csv
2017-04-27,1133.83,0.0005824368806091051,existing_project_raw_oil_project_csv
2017-04-28,1136.99,0.002787013926250026,existing_project_raw_oil_project_csv
2017-04-29,1136.99,0.0,existing_project_raw_oil_project_csv
2017-04-30,1136.99,0.0,existing_project_raw_oil_project_csv
2017-05-01,1123.9000244140625,-0.011512832642272541,existing_project_raw_oil_project_csv
2017-05-02,1129.16,0.004680109860020432,existing_project_raw_oil_project_csv
2017-05-03,1131.25,0.0018509334372454056,existing_project_raw_oil_project_csv
2017-05-04,1134.2,0.002607734806629791,existing_project_raw_oil_project_csv
2017-05-05,1136.49,0.002019044260271441,existing_project_raw_oil_project_csv
2017-05-06,1136.49,0.0,existing_project_raw_oil_project_csv
2017-05-07,1136.49,0.0,existing_project_raw_oil_project_csv
2017-05-08,1132.91,-0.0031500497144716366,existing_project_raw_oil_project_csv
2017-05-09,1134.84,0.0017035775127767216,existing_project_raw_oil_project_csv
2017-05-10,1132.13,-0.002388001832857367,existing_project_raw_oil_project_csv
2017-05-11,1127.51,-0.0040808034413010175,existing_project_raw_oil_project_csv
2017-05-12,1121.68,-0.005170685847575518,existing_project_raw_oil_project_csv
2017-05-13,1121.68,0.0,existing_project_raw_oil_project_csv
2017-05-14,1121.68,0.0,existing_project_raw_oil_project_csv
2017-05-15,1115.01,-0.005946437486627265,existing_project_raw_oil_project_csv
2017-05-16,1115.0,-8.968529430219974e-06,existing_project_raw_oil_project_csv
2017-05-17,1118.67,0.0032914798206278295,existing_project_raw_oil_project_csv
2017-05-18,1129.17,0.009386146048432575,existing_project_raw_oil_project_csv
2017-05-19,1116.71,-0.011034653772239778,existing_project_raw_oil_project_csv
2017-05-20,1116.71,0.0,existing_project_raw_oil_project_csv
2017-05-21,1116.71,0.0,existing_project_raw_oil_project_csv
2017-05-22,1114.71,-0.0017909752755863595,existing_project_raw_oil_project_csv
2017-05-23,1125.02,0.009249042351822334,existing_project_raw_oil_project_csv
2017-05-24,1122.83,-0.0019466320598745535,existing_project_raw_oil_project_csv
2017-05-25,1119.71,-0.002778693123624998,existing_project_raw_oil_project_csv
2017-05-26,1118.67,-0.0009288119245161042,existing_project_raw_oil_project_csv
2017-05-27,1118.67,0.0,existing_project_raw_oil_project_csv
2017-05-28,1118.67,0.0,existing_project_raw_oil_project_csv
2017-05-29,1118.67,0.0,existing_project_raw_oil_project_csv
2017-05-30,1122.87,0.0037544584193729413,existing_project_raw_oil_project_csv
2017-05-31,1119.58,-0.0029299918957670368,existing_project_raw_oil_project_csv
2017-06-01,1146.1400146484375,0.023723194991369656,existing_project_raw_oil_project_csv
2017-06-02,1117.49,-0.024996958733026542,existing_project_raw_oil_project_csv
2017-06-03,1117.49,0.0,existing_project_raw_oil_project_csv
2017-06-04,1117.49,0.0,existing_project_raw_oil_project_csv
2017-06-05,1118.44,0.0008501194641563625,existing_project_raw_oil_project_csv
2017-06-06,1118.53,8.04692249918304e-05,existing_project_raw_oil_project_csv
2017-06-07,1124.16,0.005033392041340123,existing_project_raw_oil_project_csv
2017-06-08,1122.73,-0.0012720609165955965,existing_project_raw_oil_project_csv
2017-06-09,1123.51,0.0006947351544894786,existing_project_raw_oil_project_csv
2017-06-10,1123.51,0.0,existing_project_raw_oil_project_csv
2017-06-11,1123.51,0.0,existing_project_raw_oil_project_csv
2017-06-12,1130.55,0.006266076848448154,existing_project_raw_oil_project_csv
2017-06-13,1127.79,-0.002441289637786892,existing_project_raw_oil_project_csv
2017-06-14,1116.45,-0.01005506344266216,existing_project_raw_oil_project_csv
2017-06-15,1129.91,0.012056070580859002,existing_project_raw_oil_project_csv
2017-06-16,1133.2,0.002911736332982251,existing_project_raw_oil_project_csv
2017-06-17,1133.2,0.0,existing_project_raw_oil_project_csv
2017-06-18,1133.2,0.0,existing_project_raw_oil_project_csv
2017-06-19,1134.69,0.001314860571832055,existing_project_raw_oil_project_csv
2017-06-20,1141.33,0.00585181855837269,existing_project_raw_oil_project_csv
2017-06-21,1143.01,0.0014719669157912119,existing_project_raw_oil_project_csv
2017-06-22,1143.01,0.0,existing_project_raw_oil_project_csv
2017-06-23,1132.99,-0.008766327503696325,existing_project_raw_oil_project_csv
2017-06-24,1132.99,0.0,existing_project_raw_oil_project_csv
2017-06-25,1132.99,0.0,existing_project_raw_oil_project_csv
2017-06-26,1132.48,-0.0004501363648399259,existing_project_raw_oil_project_csv
2017-06-27,1137.77,0.004671164170669595,existing_project_raw_oil_project_csv
2017-06-28,1141.91,0.0036386967489037136,existing_project_raw_oil_project_csv
2017-06-29,1144.07,0.0018915676366788592,existing_project_raw_oil_project_csv
2017-06-30,1143.75,-0.0002797031650160209,existing_project_raw_oil_project_csv
2017-07-01,1124.050048828125,-0.017224001024590208,existing_project_raw_oil_project_csv
2017-07-02,1124.050048828125,0.0,existing_project_raw_oil_project_csv
2017-07-03,1149.26,0.02242778352988606,existing_project_raw_oil_project_csv
2017-07-04,1149.26,0.0,existing_project_raw_oil_project_csv
2017-07-05,1153.06,0.0033064754711726874,existing_project_raw_oil_project_csv
2017-07-06,1156.55,0.0030267288779421975,existing_project_raw_oil_project_csv
2017-07-07,1153.85,-0.002334529419393938,existing_project_raw_oil_project_csv
2017-07-08,1153.85,0.0,existing_project_raw_oil_project_csv
2017-07-09,1153.85,0.0,existing_project_raw_oil_project_csv
2017-07-10,1149.35,-0.003899987000043348,existing_project_raw_oil_project_csv
2017-07-11,1149.83,0.00041762735459172085,existing_project_raw_oil_project_csv
2017-07-12,1138.32,-0.01001017541723559,existing_project_raw_oil_project_csv
2017-07-13,1137.22,-0.0009663363553306104,existing_project_raw_oil_project_csv
2017-07-14,1127.79,-0.008292151034980044,existing_project_raw_oil_project_csv
2017-07-15,1127.79,0.0,existing_project_raw_oil_project_csv
2017-07-16,1127.79,0.0,existing_project_raw_oil_project_csv
2017-07-17,1127.74,-4.4334494897046994e-05,existing_project_raw_oil_project_csv
2017-07-18,1123.69,-0.0035912533030663107,existing_project_raw_oil_project_csv
2017-07-19,1122.92,-0.0006852423711165567,existing_project_raw_oil_project_csv
2017-07-20,1120.77,-0.0019146510882342982,existing_project_raw_oil_project_csv
2017-07-21,1117.47,-0.0029444042934767545,existing_project_raw_oil_project_csv
2017-07-22,1117.47,0.0,existing_project_raw_oil_project_csv
2017-07-23,1117.47,0.0,existing_project_raw_oil_project_csv
2017-07-24,1113.82,-0.0032663069254655897,existing_project_raw_oil_project_csv
2017-07-25,1117.02,0.0028729956366380094,existing_project_raw_oil_project_csv
2017-07-26,1117.76,0.0006624769475926939,existing_project_raw_oil_project_csv
2017-07-27,1115.15,-0.002335027197251538,existing_project_raw_oil_project_csv
2017-07-28,1121.49,0.0056853338115947505,existing_project_raw_oil_project_csv
2017-07-29,1121.49,0.0,existing_project_raw_oil_project_csv
2017-07-30,1121.49,0.0,existing_project_raw_oil_project_csv
2017-07-31,1121.86,0.0003299182337781481,existing_project_raw_oil_project_csv
2017-08-01,1123.3299560546875,0.0013102847545036767,existing_project_raw_oil_project_csv
2017-08-02,1121.55,-0.0015845353763546122,existing_project_raw_oil_project_csv
2017-08-03,1127.73,0.005510231376220531,existing_project_raw_oil_project_csv
2017-08-04,1128.02,0.0002571537513411659,existing_project_raw_oil_project_csv
2017-08-05,1128.02,0.0,existing_project_raw_oil_project_csv
2017-08-06,1128.02,0.0,existing_project_raw_oil_project_csv
2017-08-07,1127.39,-0.0005585007358024363,existing_project_raw_oil_project_csv
2017-08-08,1125.6,-0.0015877380498320326,existing_project_raw_oil_project_csv
2017-08-09,1138.69,0.011629353233830964,existing_project_raw_oil_project_csv
2017-08-10,1144.36,0.0049794061597097095,existing_project_raw_oil_project_csv
2017-08-11,1141.57,-0.002438043972176507,existing_project_raw_oil_project_csv
2017-08-12,1141.57,0.0,existing_project_raw_oil_project_csv
2017-08-13,1141.57,0.0,existing_project_raw_oil_project_csv
2017-08-14,1137.22,-0.0038105416225022726,existing_project_raw_oil_project_csv
2017-08-15,1135.47,-0.001538840329927349,existing_project_raw_oil_project_csv
2017-08-16,1137.75,0.0020079790747442594,existing_project_raw_oil_project_csv
2017-08-17,1138.23,0.0004218852999340328,existing_project_raw_oil_project_csv
2017-08-18,1139.83,0.0014056912926210252,existing_project_raw_oil_project_csv
2017-08-19,1139.83,0.0,existing_project_raw_oil_project_csv
2017-08-20,1139.83,0.0,existing_project_raw_oil_project_csv
2017-08-21,1137.14,-0.0023600010527884407,existing_project_raw_oil_project_csv
2017-08-22,1131.79,-0.004704785690416435,existing_project_raw_oil_project_csv
2017-08-23,1128.59,-0.002827379637565297,existing_project_raw_oil_project_csv
2017-08-24,1127.8,-0.0006999884812022295,existing_project_raw_oil_project_csv
2017-08-25,1121.73,-0.005382159957439181,existing_project_raw_oil_project_csv
2017-08-26,1121.73,0.0,existing_project_raw_oil_project_csv
2017-08-27,1121.73,0.0,existing_project_raw_oil_project_csv
2017-08-28,1117.75,-0.0035480908953134938,existing_project_raw_oil_project_csv
2017-08-29,1122.5,0.0042496085886827295,existing_project_raw_oil_project_csv
2017-08-30,1122.05,-0.0004008908685969592,existing_project_raw_oil_project_csv
2017-08-31,1122.36,0.00027628002317192646,existing_project_raw_oil_project_csv
2017-09-01,0.1153799965977668,-0.9998971987627876,existing_project_raw_oil_project_csv
2017-09-02,0.1153799965977668,0.0,existing_project_raw_oil_project_csv
2017-09-03,0.1153799965977668,0.0,existing_project_raw_oil_project_csv
2017-09-04,0.1153799965977668,0.0,existing_project_raw_oil_project_csv
2017-09-05,1130.01,9792.812041262197,existing_project_raw_oil_project_csv
2017-09-06,1132.49,0.002194670843620905,existing_project_raw_oil_project_csv
2017-09-07,1125.49,-0.006181070031523461,existing_project_raw_oil_project_csv
2017-09-08,1133.08,0.006743729397862275,existing_project_raw_oil_project_csv
2017-09-09,1133.08,0.0,existing_project_raw_oil_project_csv
2017-09-10,1133.08,0.0,existing_project_raw_oil_project_csv
2017-09-11,1129.75,-0.002938892222967393,existing_project_raw_oil_project_csv
2017-09-12,1126.56,-0.002823633547245019,existing_project_raw_oil_project_csv
2017-09-13,1129.37,0.002494318988780053,existing_project_raw_oil_project_csv
2017-09-14,1132.59,0.0028511470997105715,existing_project_raw_oil_project_csv
2017-09-15,1130.68,-0.0016864001977766607,existing_project_raw_oil_project_csv
2017-09-16,1130.68,0.0,existing_project_raw_oil_project_csv
2017-09-17,1130.68,0.0,existing_project_raw_oil_project_csv
2017-09-18,1127.07,-0.003192768953196423,existing_project_raw_oil_project_csv
2017-09-19,1128.83,0.0015615711535219567,existing_project_raw_oil_project_csv
2017-09-20,1125.53,-0.0029233808456543553,existing_project_raw_oil_project_csv
2017-09-21,1130.87,0.004744431512265335,existing_project_raw_oil_project_csv
2017-09-22,1130.39,-0.00042445197060647644,existing_project_raw_oil_project_csv
2017-09-23,1130.39,0.0,existing_project_raw_oil_project_csv
2017-09-24,1130.39,0.0,existing_project_raw_oil_project_csv
2017-09-25,1134.59,0.0037155318076060873,existing_project_raw_oil_project_csv
2017-09-26,1136.29,0.0014983386068976312,existing_project_raw_oil_project_csv
2017-09-27,1141.62,0.004690703957616282,existing_project_raw_oil_project_csv
2017-09-28,1145.08,0.0030307808202378883,existing_project_raw_oil_project_csv
2017-09-29,1142.57,-0.0021919865860901,existing_project_raw_oil_project_csv
2017-09-30,1142.57,0.0,existing_project_raw_oil_project_csv
2017-10-01,1123.449951171875,-0.016734247204219344,existing_project_raw_oil_project_csv
2017-10-02,1146.18,0.020232364427463123,existing_project_raw_oil_project_csv
2017-10-03,1140.5,-0.004955591617372579,existing_project_raw_oil_project_csv
2017-10-04,1140.44,-5.260850504162917e-05,existing_project_raw_oil_project_csv
2017-10-05,1139.03,-0.0012363649117884679,existing_project_raw_oil_project_csv
2017-10-06,1143.46,0.0038892742070006925,existing_project_raw_oil_project_csv
2017-10-07,1143.46,0.0,existing_project_raw_oil_project_csv
2017-10-08,1143.46,0.0,existing_project_raw_oil_project_csv
2017-10-09,1143.46,0.0,existing_project_raw_oil_project_csv
2017-10-10,1132.08,-0.009952250188025924,existing_project_raw_oil_project_csv
2017-10-11,1131.04,-0.0009186629920147071,existing_project_raw_oil_project_csv
2017-10-12,1129.71,-0.00117590889800534,existing_project_raw_oil_project_csv
2017-10-13,1125.01,-0.004160359738339947,existing_project_raw_oil_project_csv
2017-10-14,1125.01,0.0,existing_project_raw_oil_project_csv
2017-10-15,1125.01,0.0,existing_project_raw_oil_project_csv
2017-10-16,1127.72,0.0024088674767335228,existing_project_raw_oil_project_csv
2017-10-17,1129.86,0.0018976341645087214,existing_project_raw_oil_project_csv
2017-10-18,1130.94,0.0009558706388403948,existing_project_raw_oil_project_csv
2017-10-19,1129.06,-0.0016623339876563614,existing_project_raw_oil_project_csv
2017-10-20,1130.69,0.0014436788124636557,existing_project_raw_oil_project_csv
2017-10-21,1130.69,0.0,existing_project_raw_oil_project_csv
2017-10-22,1130.69,0.0,existing_project_raw_oil_project_csv
2017-10-23,1129.73,-0.0008490390823302496,existing_project_raw_oil_project_csv
2017-10-24,1128.36,-0.0012126791357227606,existing_project_raw_oil_project_csv
2017-10-25,1126.49,-0.001657272501683793,existing_project_raw_oil_project_csv
2017-10-26,1123.0,-0.0030981189358094685,existing_project_raw_oil_project_csv
2017-10-27,1124.79,0.0015939447907391546,existing_project_raw_oil_project_csv
2017-10-28,1124.79,0.0,existing_project_raw_oil_project_csv
2017-10-29,1124.79,0.0,existing_project_raw_oil_project_csv
2017-10-30,1124.79,0.0,existing_project_raw_oil_project_csv
2017-10-31,1115.68,-0.008099289645178143,existing_project_raw_oil_project_csv
2017-11-01,1080.6600341796875,-0.03138889808933798,existing_project_raw_oil_project_csv
2017-11-02,1111.54,0.028575097480821432,existing_project_raw_oil_project_csv
2017-11-03,1114.86,0.002986847077028232,existing_project_raw_oil_project_csv
2017-11-04,1114.86,0.0,existing_project_raw_oil_project_csv
2017-11-05,1114.86,0.0,existing_project_raw_oil_project_csv
2017-11-06,1110.09,-0.004278564124643447,existing_project_raw_oil_project_csv
2017-11-07,1113.1,0.0027114918610202654,existing_project_raw_oil_project_csv
2017-11-08,1111.14,-0.0017608480819332195,existing_project_raw_oil_project_csv
2017-11-09,1118.13,0.006290836438252567,existing_project_raw_oil_project_csv
2017-11-10,1118.13,0.0,existing_project_raw_oil_project_csv
2017-11-11,1118.13,0.0,existing_project_raw_oil_project_csv
2017-11-12,1118.13,0.0,existing_project_raw_oil_project_csv
2017-11-13,1119.96,0.0016366612111291534,existing_project_raw_oil_project_csv
2017-11-14,1113.65,-0.005634129790349607,existing_project_raw_oil_project_csv
2017-11-15,1103.9,-0.00875499483679787,existing_project_raw_oil_project_csv
2017-11-16,1094.49,-0.008524322855331223,existing_project_raw_oil_project_csv
2017-11-17,1093.15,-0.0012243145209183126,existing_project_raw_oil_project_csv
2017-11-18,1093.15,0.0,existing_project_raw_oil_project_csv
2017-11-19,1093.15,0.0,existing_project_raw_oil_project_csv
2017-11-20,1093.15,0.0,existing_project_raw_oil_project_csv
2017-11-21,1088.1,-0.00461967707999833,existing_project_raw_oil_project_csv
2017-11-22,1085.66,-0.00224244095211823,existing_project_raw_oil_project_csv
2017-11-23,1085.66,0.0,existing_project_raw_oil_project_csv
2017-11-24,1082.59,-0.002827772967595954,existing_project_raw_oil_project_csv
2017-11-25,1082.59,0.0,existing_project_raw_oil_project_csv
2017-11-26,1082.59,0.0,existing_project_raw_oil_project_csv
2017-11-27,1088.36,0.005329810916413491,existing_project_raw_oil_project_csv
2017-11-28,1079.87,-0.007800727700393306,existing_project_raw_oil_project_csv
2017-11-29,1079.33,-0.0005000601924305403,existing_project_raw_oil_project_csv
2017-11-30,1084.79,0.0050586938193137865,existing_project_raw_oil_project_csv
2017-12-01,1066.3800048828125,-0.01697102214916013,existing_project_raw_oil_project_csv
2017-12-02,1066.3800048828125,0.0,existing_project_raw_oil_project_csv
2017-12-03,1066.3800048828125,0.0,existing_project_raw_oil_project_csv
2017-12-04,1082.36,0.014985272645789527,existing_project_raw_oil_project_csv
2017-12-05,1086.85,0.004148342510809755,existing_project_raw_oil_project_csv
2017-12-06,1094.55,0.00708469430004155,existing_project_raw_oil_project_csv
2017-12-07,1090.68,-0.00353569960257627,existing_project_raw_oil_project_csv
2017-12-08,1092.03,0.0012377599295851915,existing_project_raw_oil_project_csv
2017-12-09,1092.03,0.0,existing_project_raw_oil_project_csv
2017-12-10,1092.03,0.0,existing_project_raw_oil_project_csv
2017-12-11,1092.03,0.0,existing_project_raw_oil_project_csv
2017-12-12,1090.09,-0.0017765079713927268,existing_project_raw_oil_project_csv
2017-12-13,1088.01,-0.0019080993312478034,existing_project_raw_oil_project_csv
2017-12-14,1088.09,7.352873594901332e-05,existing_project_raw_oil_project_csv
2017-12-15,1086.39,-0.001562370759771503,existing_project_raw_oil_project_csv
2017-12-16,1086.39,0.0,existing_project_raw_oil_project_csv
2017-12-17,1086.39,0.0,existing_project_raw_oil_project_csv
2017-12-18,1084.28,-0.001942212281040967,existing_project_raw_oil_project_csv
2017-12-19,1084.29,9.222710001033363e-06,existing_project_raw_oil_project_csv
2017-12-20,1078.14,-0.005671914340259376,existing_project_raw_oil_project_csv
2017-12-21,1078.08,-5.5651399632816734e-05,existing_project_raw_oil_project_csv
2017-12-22,1076.87,-0.0011223656871475196,existing_project_raw_oil_project_csv
2017-12-23,1076.87,0.0,existing_project_raw_oil_project_csv
2017-12-24,1076.87,0.0,existing_project_raw_oil_project_csv
2017-12-25,1076.87,0.0,existing_project_raw_oil_project_csv
2017-12-26,1073.75,-0.0028972856519355883,existing_project_raw_oil_project_csv
2017-12-27,1073.13,-0.0005774155995342811,existing_project_raw_oil_project_csv
2017-12-28,1068.64,-0.004184022439033486,existing_project_raw_oil_project_csv
2017-12-29,1067.42,-0.0011416379697559709,existing_project_raw_oil_project_csv
2017-12-30,1067.42,0.0,existing_project_raw_oil_project_csv
2017-12-31,1067.42,0.0,existing_project_raw_oil_project_csv
2018-01-01,1072.5400390625,0.0047966489877460106,existing_project_raw_oil_project_csv
2018-01-02,1059.39,-0.012260650962731656,existing_project_raw_oil_project_csv
2018-01-03,1063.11,0.003511454705065864,existing_project_raw_oil_project_csv
2018-01-04,1061.5,-0.0015144246597246225,existing_project_raw_oil_project_csv
2018-01-05,1060.07,-0.0013471502590673978,existing_project_raw_oil_project_csv
2018-01-06,1060.07,0.0,existing_project_raw_oil_project_csv
2018-01-07,1060.07,0.0,existing_project_raw_oil_project_csv
2018-01-08,1066.26,0.005839237031516786,existing_project_raw_oil_project_csv
2018-01-09,1068.8,0.002382158197812956,existing_project_raw_oil_project_csv
2018-01-10,1067.55,-0.0011695359281437279,existing_project_raw_oil_project_csv
2018-01-11,1062.67,-0.004571214463022666,existing_project_raw_oil_project_csv
2018-01-12,1062.09,-0.0005457950257371502,existing_project_raw_oil_project_csv
2018-01-13,1062.09,0.0,existing_project_raw_oil_project_csv
2018-01-14,1062.09,0.0,existing_project_raw_oil_project_csv
2018-01-15,1062.09,0.0,existing_project_raw_oil_project_csv
2018-01-16,1064.19,0.0019772335677767927,existing_project_raw_oil_project_csv
2018-01-17,1066.72,0.0023773950140482114,existing_project_raw_oil_project_csv
2018-01-18,1069.35,0.0024655017249135547,existing_project_raw_oil_project_csv
2018-01-19,1065.81,-0.003310422219105047,existing_project_raw_oil_project_csv
2018-01-20,1065.81,0.0,existing_project_raw_oil_project_csv
2018-01-21,1065.81,0.0,existing_project_raw_oil_project_csv
2018-01-22,1068.06,0.0021110704534579305,existing_project_raw_oil_project_csv
2018-01-23,1072.59,0.004241334756474258,existing_project_raw_oil_project_csv
2018-01-24,1065.39,-0.006712723407825694,existing_project_raw_oil_project_csv
2018-01-25,1057.57,-0.007340035104515863,existing_project_raw_oil_project_csv
2018-01-26,1064.12,0.006193443460007275,existing_project_raw_oil_project_csv
2018-01-27,1064.12,0.0,existing_project_raw_oil_project_csv
2018-01-28,1064.12,0.0,existing_project_raw_oil_project_csv
2018-01-29,1071.28,0.006728564447618712,existing_project_raw_oil_project_csv
2018-01-30,1073.61,0.0021749682622655975,existing_project_raw_oil_project_csv
2018-01-31,1068.33,-0.004917986978511757,existing_project_raw_oil_project_csv
2018-02-01,1079.3900146484375,0.010352620115916977,existing_project_raw_oil_project_csv
2018-02-02,1086.21,0.006318369874659169,existing_project_raw_oil_project_csv
2018-02-03,1086.21,0.0,existing_project_raw_oil_project_csv
2018-02-04,1086.21,0.0,existing_project_raw_oil_project_csv
2018-02-05,1086.79,0.0005339667283490446,existing_project_raw_oil_project_csv
2018-02-06,1081.2,-0.0051435879976812204,existing_project_raw_oil_project_csv
2018-02-07,1082.56,0.0012578616352201255,existing_project_raw_oil_project_csv
2018-02-08,1093.04,0.00968075672480051,existing_project_raw_oil_project_csv
2018-02-09,1087.99,-0.004620141989314153,existing_project_raw_oil_project_csv
2018-02-10,1087.99,0.0,existing_project_raw_oil_project_csv
2018-02-11,1087.99,0.0,existing_project_raw_oil_project_csv
2018-02-12,1082.27,-0.005257401262879324,existing_project_raw_oil_project_csv
2018-02-13,1083.07,0.0007391870790098842,existing_project_raw_oil_project_csv
2018-02-14,1076.71,-0.005872196626256709,existing_project_raw_oil_project_csv
2018-02-15,1065.69,-0.010234882187404204,existing_project_raw_oil_project_csv
2018-02-16,1065.27,-0.00039411085775420407,existing_project_raw_oil_project_csv
2018-02-17,1065.27,0.0,existing_project_raw_oil_project_csv
2018-02-18,1065.27,0.0,existing_project_raw_oil_project_csv
2018-02-19,1065.27,0.0,existing_project_raw_oil_project_csv
2018-02-20,1072.85,0.0071155669454692205,existing_project_raw_oil_project_csv
2018-02-21,1076.11,0.003038635410355539,existing_project_raw_oil_project_csv
2018-02-22,1077.61,0.0013939095445631988,existing_project_raw_oil_project_csv
2018-02-23,1075.77,-0.0017074822987908078,existing_project_raw_oil_project_csv
2018-02-24,1075.77,0.0,existing_project_raw_oil_project_csv
2018-02-25,1075.77,0.0,existing_project_raw_oil_project_csv
2018-02-26,1069.0,-0.006293166754975488,existing_project_raw_oil_project_csv
2018-02-27,1077.43,0.007885874649204982,existing_project_raw_oil_project_csv
2018-02-28,1082.12,0.004352951003777417,existing_project_raw_oil_project_csv
2018-03-01,1059.9000244140625,-0.02053374448853862,existing_project_raw_oil_project_csv
2018-03-02,1080.25,0.01919990104461733,existing_project_raw_oil_project_csv
2018-03-03,1080.25,0.0,existing_project_raw_oil_project_csv
2018-03-04,1080.25,0.0,existing_project_raw_oil_project_csv
2018-03-05,1076.75,-0.003239990742883614,existing_project_raw_oil_project_csv
2018-03-06,1061.53,-0.01413512885999535,existing_project_raw_oil_project_csv
2018-03-07,1067.93,0.0060290335647603666,existing_project_raw_oil_project_csv
2018-03-08,1074.21,0.005880535241073792,existing_project_raw_oil_project_csv
2018-03-09,1066.59,-0.007093585053202012,existing_project_raw_oil_project_csv
2018-03-10,1066.59,0.0,existing_project_raw_oil_project_csv
2018-03-11,1066.59,0.0,existing_project_raw_oil_project_csv
2018-03-12,1063.7,-0.0027095697503256577,existing_project_raw_oil_project_csv
2018-03-13,1062.14,-0.0014665789226284698,existing_project_raw_oil_project_csv
2018-03-14,1063.38,0.001167454384544353,existing_project_raw_oil_project_csv
2018-03-15,1065.89,0.0023603979762643057,existing_project_raw_oil_project_csv
2018-03-16,1068.4,0.002354839617596527,existing_project_raw_oil_project_csv
2018-03-17,1068.4,0.0,existing_project_raw_oil_project_csv
2018-03-18,1068.4,0.0,existing_project_raw_oil_project_csv
2018-03-19,1072.29,0.0036409584425307617,existing_project_raw_oil_project_csv
2018-03-20,1070.61,-0.001566740340766093,existing_project_raw_oil_project_csv
2018-03-21,1070.51,-9.340469451990518e-05,existing_project_raw_oil_project_csv
2018-03-22,1079.51,0.008407207779469683,existing_project_raw_oil_project_csv
2018-03-23,1081.29,0.00164889625848752,existing_project_raw_oil_project_csv
2018-03-24,1081.29,0.0,existing_project_raw_oil_project_csv
2018-03-25,1081.29,0.0,existing_project_raw_oil_project_csv
2018-03-26,1076.87,-0.004087710050032944,existing_project_raw_oil_project_csv
2018-03-27,1071.21,-0.005255973330113961,existing_project_raw_oil_project_csv
2018-03-28,1063.03,-0.007636224456455842,existing_project_raw_oil_project_csv
2018-03-29,1060.31,-0.0025587236484388987,existing_project_raw_oil_project_csv
2018-03-30,1060.99,0.0006413218775642715,existing_project_raw_oil_project_csv
2018-03-31,1060.99,0.0,existing_project_raw_oil_project_csv
2018-04-01,1067.5999755859375,0.006230007432621809,existing_project_raw_oil_project_csv
2018-04-02,1056.03,-0.010837369661410357,existing_project_raw_oil_project_csv
2018-04-03,1054.63,-0.0013257199132599151,existing_project_raw_oil_project_csv
2018-04-04,1059.5,0.004617733233456267,existing_project_raw_oil_project_csv
2018-04-05,1061.56,0.0019443133553562753,existing_project_raw_oil_project_csv
2018-04-06,1068.73,0.006754210784129189,existing_project_raw_oil_project_csv
2018-04-07,1068.73,0.0,existing_project_raw_oil_project_csv
2018-04-08,1068.73,0.0,existing_project_raw_oil_project_csv
2018-04-09,1067.11,-0.001515817839866096,existing_project_raw_oil_project_csv
2018-04-10,1064.53,-0.0024177451246825132,existing_project_raw_oil_project_csv
2018-04-11,1066.76,0.0020948211886935297,existing_project_raw_oil_project_csv
2018-04-12,1069.84,0.0028872473658554387,existing_project_raw_oil_project_csv
2018-04-13,1070.55,0.0006636506393480346,existing_project_raw_oil_project_csv
2018-04-14,1070.55,0.0,existing_project_raw_oil_project_csv
2018-04-15,1070.55,0.0,existing_project_raw_oil_project_csv
2018-04-16,1071.59,0.0009714632665451806,existing_project_raw_oil_project_csv
2018-04-17,1066.56,-0.0046939594434438625,existing_project_raw_oil_project_csv
2018-04-18,1064.51,-0.0019220672067206124,existing_project_raw_oil_project_csv
2018-04-19,1065.68,0.001099097237226676,existing_project_raw_oil_project_csv
2018-04-20,1071.0,0.00499211770888075,existing_project_raw_oil_project_csv
2018-04-21,1071.0,0.0,existing_project_raw_oil_project_csv
2018-04-22,1071.0,0.0,existing_project_raw_oil_project_csv
2018-04-23,1077.72,0.006274509803921635,existing_project_raw_oil_project_csv
2018-04-24,1074.8,-0.0027094235979661097,existing_project_raw_oil_project_csv
2018-04-25,1082.99,0.007620022329735798,existing_project_raw_oil_project_csv
2018-04-26,1078.2,-0.004422940193353542,existing_project_raw_oil_project_csv
2018-04-27,1067.59,-0.009840474865516757,existing_project_raw_oil_project_csv
2018-04-28,1067.59,0.0,existing_project_raw_oil_project_csv
2018-04-29,1067.59,0.0,existing_project_raw_oil_project_csv
2018-04-30,1069.07,0.0013862999840763557,existing_project_raw_oil_project_csv
2018-05-01,1075.030029296875,0.005574966369718659,existing_project_raw_oil_project_csv
2018-05-02,1076.52,0.001385980542422116,existing_project_raw_oil_project_csv
2018-05-03,1078.33,0.0016813435886002814,existing_project_raw_oil_project_csv
2018-05-04,1074.09,-0.003932005972197783,existing_project_raw_oil_project_csv
2018-05-05,1074.09,0.0,existing_project_raw_oil_project_csv
2018-05-06,1074.09,0.0,existing_project_raw_oil_project_csv
2018-05-07,1079.72,0.005241646416967116,existing_project_raw_oil_project_csv
2018-05-08,1078.35,-0.001268847478976154,existing_project_raw_oil_project_csv
2018-05-09,1078.22,-0.0001205545509341821,existing_project_raw_oil_project_csv
2018-05-10,1065.41,-0.011880692252045022,existing_project_raw_oil_project_csv
2018-05-11,1067.14,0.0016237880252671921,existing_project_raw_oil_project_csv
